timestamp,ortalama_cpu_yuku
0,9.644227912798126
300,9.631055712961617
600,9.796296957102681
900,9.552753950648043
1200,9.55995975692251
1500,9.932939358844273
1800,9.651431168399327
2100,9.590882241827211
2400,9.78334254215521
2700,9.94393427683566
3000,9.763780383957585
3300,9.835168393809886
3600,9.729636158638732
3900,9.894693743484996
4200,9.878339786578563
4500,9.774494312217621
4800,9.625579051131657
5100,9.889148799406922
5400,9.782872964874544
5700,9.660858337902443
6000,9.71788872829659
6300,9.485561651169931
6600,9.706237196175795
6900,9.752003309359937
7200,9.681072833235145
7500,9.73877344809603
7800,9.70767025643846
8100,9.632825663924649
8400,9.489980079209735
8700,9.856845011680946
9000,9.597100356506008
9300,9.54199337637927
9600,9.570312936701601
9900,9.627596711117311
10200,9.598588550676077
10500,9.690875165633157
10800,9.565790552239939
11100,9.555554796736216
11400,9.603872760451683
11700,9.549252582201241
12000,9.467530316939705
12300,9.771762482266585
12600,9.513360933695777
12900,9.434873664688393
13200,9.697515067982092
13500,9.673587320950531
13800,9.556595407682293
14100,9.617625487297888
14400,9.478002868575214
14700,9.564227019772273
15000,9.636750169721212
15300,9.485597014175742
15600,9.420212374227972
15900,9.863227512487752
16200,9.842852810276183
16500,10.153583007656406
16800,10.042528786986896
17100,9.938339765288088
17400,9.991104070404056
17700,9.98278140069481
18000,9.780169990196196
18300,9.993033216359304
18600,9.939432196932156
18900,9.904993958742226
19200,9.649660825350212
19500,9.920878204222356
19800,9.728611595041027
20100,9.714267847694654
20400,9.922573750593262
20700,9.730013183462738
21000,9.6584134311123
21300,9.762730608895026
21600,9.703790332574325
21900,9.582318168206934
22200,9.449299150786462
22500,9.35113942343676
22800,9.271032416556569
23100,9.64533855507115
23400,9.346964568059768
23700,9.378138978197974
24000,9.510103559058624
24300,9.520395299629595
24600,9.429745246047249
24900,9.515195076105492
25200,9.384531236210556
25500,9.391930921070166
25800,9.370781678512577
26100,9.268969974214377
26400,9.19684427250146
26700,9.48638091949032
27000,9.223976277272243
27300,9.109237123657453
27600,9.449032940294089
27900,9.326473722969542
28200,9.215302329372916
28500,9.346268372239422
28800,9.229857570031706
29100,9.228430535604211
29400,9.278187038598773
29700,9.179390874344238
30000,9.06039776523624
30300,9.382752536227901
30600,9.176322193277542
30900,9.151956454321367
31200,9.261704050188756
31500,9.238878482049444
31800,9.099102358437808
32100,9.193673764454818
32400,9.078830882850605
32700,9.159198577394264
33000,9.136354825812656
33300,8.98558268520906
33600,9.007966882575621
33900,9.28259443014745
34200,9.09580064130313
34500,9.098880985163856
34800,9.186071459332073
35100,9.203865521344216
35400,9.154395537961
35700,9.268433137127532
36000,9.206767064173862
36300,9.323671212936418
36600,9.238717069636712
36900,9.174688831746172
37200,9.190077767983308
37500,9.52217179363285
37800,9.315699494949936
38100,9.243408239978463
38400,9.412220660968709
38700,9.478030380225826
39000,9.43664993758123
39300,9.69333393350631
39600,9.617820977874839
39900,9.747860177813063
40200,9.653970257220871
40500,9.611742243897774
40800,9.599639893598507
41100,9.950131369290016
41400,9.81750431189612
41700,9.723040564510946
42000,9.882825500368442
42300,9.905992207423717
42600,9.965812794001717
42900,9.964130316498558
43200,9.708701278073873
43500,9.597909591599961
43800,9.735163777366466
44100,9.769362576513043
44400,9.698932927188931
44700,10.020874054111307
45000,9.771407862482043
45300,9.759873707319656
45600,9.936226857956521
45900,9.91587930791699
46200,9.853825764160925
46500,10.100131691463027
46800,9.886703382712229
47100,9.904548925652666
47400,9.984765587725294
47700,9.872550180762564
48000,9.770713216726124
48300,10.304604116211328
48600,9.902902154364211
48900,9.891085491330738
49200,9.975913490891244
49500,9.998665683363432
49800,9.95562420905119
50100,9.998343276707091
50400,9.886351964840447
50700,9.82907306292211
51000,9.98376173448405
51300,9.872802277604158
51600,9.938689128472422
51900,10.289347845545011
52200,10.00779708233398
